name,atts,limit,lr,iter,execution_time,accuracy
DuckDB-SQL-92,20,2,0.01,30,590.625804,0.11266666650772095
DuckDB-SQL-92,20,20,0.01,3,77.987135,0.13066667318344116
DuckDB-SQL-92,20,2000,0.01,0,19.889707,0.07000000029802322
